,name,region,city,price,cuisine,url,latitude,longitude,description
231,Kitcho,Taipei,Taipei,1111,Sushi,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/kitcho,25.04429,121.55076,"The interior follows Japanese tradition with pale wood, warm lighting and fabric-wrapped panels. Niigata rice is seasoned with three vinegars, including akazu that gives depth and umami. The owner also imports sake and the list changes constantly to match the seasonal ingredients available. This relaxed sushi spot also serves cooked <span>...</span>"
232,Tien Hsiang Lo,Taipei,Taipei,11,Hang Zhou,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/tien-hsiang-lo,25.062696,121.529976,"The chef honours Hangzhou traditions with precision and meticulous preparation. His unique creation Fairy Duck soup combines two Hangzhou classics, namely fish ball soup and braised duck with ham. From time to time, he also adds new items made with local ingredients to the menu to keep it fresh. The <span>...</span>"
233,Ya Ge,Taipei,Taipei,11,Cantonese,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/ya-ge,25.06625,121.52533,A narrow corridor with Asian antiques leads to this square-shaped and classically-styled Cantonese restaurant on the 3rd floor of the Mandarin Oriental. Semi-private booths on the sides and at the back are the ones to go for. The vast choice includes various set menus (such as hairy crab when in <span>...</span>
234,Da-Wan,Taipei,Taipei,111,Barbecue,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/da-wan,25.043018,121.55019,
235,Sushi Nomura,Taipei,Taipei,111,Sushi,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/sushi-nomura,25.03618,121.55465,"Good sushi starts with the rice – here it’s a mix of Koshihikari from Kakomachi and Nanatsuboshi from Hokkaido, cooked in Mount Fuji spring water and seasoned with a blend of akazu and regular sushi vinegar. Chef Nomura, who moved to Taiwan years ago, sets the bar high for every <span>...</span>"
236,logy,Taipei,Taipei,1111,Asian contemporary,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/logy,25.03561,121.55323,"Opened in 2018, this 13-seater restaurant is a spin-off from the celebrated Florilège in Tokyo. The dimly-lit concrete interior adds to the intriguing ambiance. On the menu, local ingredients are finessed by modern techniques and strong Asian influences. Egg custard in beef consommé with celery sorbet; and aiyu jelly, cocoa <span>...</span>"
237,Ming Fu,Taipei,Taipei,111,Taiwanese,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/ming-fu,25.06171,121.52399,"A bustling spot for home-style food, Ming Fu serves big portions best shared with friends and family. The signature ‘Buddha jumps over the wall’ must be pre-ordered; it’s a amber-coloured soup, simmered for five hours with chicken, pork, abalone, matsutake mushrooms, water chestnuts etc. The mullet tripe with fried garlic <span>...</span>"
238,Ken An Ho,Taipei,Taipei,1111,Japanese,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/ken-an-ho,25.034622,121.55281,"The Japanese chef is well known for his insistence on freshness and the skilful juxtaposition of different flavours. Only omakase menus are served and the exact items depend on the catch of the day. The menus feature prominently raw fish and nigiri sushi at lunch, while more cooked kappo dishes <span>...</span>"
239,Sushi Ryu,Taipei,Taipei,1111,Sushi,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/sushi-ryu,25.055832,121.52724,"Having had almost 30 years’ experience working in renowned sushi restaurants in Taipei, the owner-chef opened here in 2017. The décor is traditionally Japanese, with solid wood countertops imported from Canada. He insists on shipping the fish from Japan three times a week and his rice is seasoned with three <span>...</span>"
240,MUME,Taipei,Taipei,111,European contemporary,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/mume,25.036266,121.54809,"In line with its name (the Latin word for ‘plum blossom’), the relaxed and friendly MUME generously garnishes dishes with fresh herbs and flowers – in somewhat stark contrast to the dimly-lit faux-industrial interior of the restaurant itself. On the menu, Taiwanese ingredients are melded with Nordic influences and modern <span>...</span>"
241,Impromptu by Paul Lee,Taipei,Taipei,111,Innovative,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/impromptu-by-paul-lee,25.05429,121.524254,"Ask to sit at the counter so you can watch the team in front of your eyes prepare every course in the expansive open kitchen. It serves a creative 10+ course tasting menu that changes from time to time, and uses influences from around the world. One standout is white <span>...</span>"
242,Longtail,Taipei,Taipei,11,Innovative,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/longtail,25.023922,121.54841,"More ambitious than its sister Chou Chou, this is the brainchild of owner-chef Lam who spent years in some of the world’s best kitchens. The menu changes every three months and features local seasonal produce alongside the finest ingredients from around the world. Specialities include uni on crispy rice, pork <span>...</span>"
243,Mountain and Sea House,Taipei,Taipei,11,Taiwanese,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/mountain-and-sea-house,25.038046,121.531395,"Complete with a courtyard and a high-ceilinged foyer, this luxurious mansion evokes the glamorous days of the 1930s in both its décor and its food. The must-try roast suckling pig uses only 21-day-old hogs, slow-cooked for 12 hours and roasted until crisp and golden. Another speciality, deboned chicken braised in <span>...</span>"
244,Da San Yuan,Taipei,Taipei,1,Cantonese,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/da-san-yuan,25.042248,121.512215,"Celebrating over 50 years of glorious history, this family business is now helmed by the third generation. The oversized Chinese calligraphy on the exterior and art pieces in the interior impart a sense of high culture. The menu is classic Cantonese, with occasional Taiwanese touches, such as the simple but <span>...</span>"
245,Tainan Tan Tsu Mien Seafood,Taipei,Taipei,11,Seafood,https://guide.michelin.com/tw/en/taipei-region/taipei/restaurant/tainan-tan-tsu-mien-seafood,25.03799,121.4984,"It feels somewhat surreal in a bustling market to suddenly find yourself in a baroque-style palatial dining room, dotted by European tableware. However, the seafood is cooked in an unmistakably Taiwanese way. Try their steamed wild-caught lobster seasoned with a dash of soy. Blanched abalone in five-flavour sauce is extremely <span>...</span>"
246,Blue Duck Tavern,Washington DC,"Washington, D.C.",111,American,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/blue-duck-tavern,38.905373,-77.05128,
247,Tail Up Goat,Washington DC,"Washington, D.C.",11,Contemporary,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/tail-up-goat,38.9235,-77.043274,
248,Komi,Washington DC,"Washington, D.C.",1111,Mediterranean,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/komi,38.910107,-77.03836,
249,Sushi Taro,Washington DC,"Washington, D.C.",1111,Japanese,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/sushi-taro,38.909992,-77.03834,
250,Plume,Washington DC,"Washington, D.C.",1111,European,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/plume,38.906,-77.03671,
251,Siren by RW,Washington DC,"Washington, D.C.",111,Seafood,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/siren-by-rw,38.907776,-77.035446,
252,Bresca,Washington DC,"Washington, D.C.",11,Contemporary,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/bresca,38.91584,-77.0321,
253,The Dabney,Washington DC,"Washington, D.C.",11,American,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/the-dabney,38.906292,-77.024666,
254,Métier,Washington DC,"Washington, D.C.",1111,Contemporary,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/metier,38.903503,-77.0218,
255,Kinship,Washington DC,"Washington, D.C.",111,Contemporary,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/kinship,38.903282,-77.0218,
256,Fiola,Washington DC,"Washington, D.C.",1111,Italian,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/fiola,38.89416,-77.02032,
257,Masseria,Washington DC,"Washington, D.C.",111,Italian,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/masseria,38.909504,-76.99908,
258,Rose's Luxury,Washington DC,"Washington, D.C.",11,Contemporary,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/rose-s-luxury,38.88064,-76.99515,
